"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2025-04-01,"All Cancers Combined (excluding Lung)","Stage IV",2296,0.158771869165341,0.121244125257433,2652.83333333333,0.135612715236302,NA,NA
2025-04-01,"All Cancers Combined (excluding Lung)","Unknown stage",4476,NA,0.236362676242277,3632.5,0.185693229162229,NA,NA
2025-04-01,"All Cancers Combined (excluding Lung)","Total",18937,NA,NA,19561.8333333333,1,NA,NA
2025-04-01,"All Cancers Combined (excluding Lung)","TotalKnown",14461,NA,NA,15929.3333333333,NA,NA,NA
2025-04-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",9260,0.640342991494364,0.488989808311771,9988.5,0.510611650237282,61.9511184647531,63.4529000028021
2025-04-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",5201,0.359657008505636,0.274647515445952,5940.83333333333,0.303695120600489,36.5470999971978,38.0488815352469
2025-04-01,"All Cancers Combined (excluding Prostate)","Stage I",4932,0.376977757395093,0.288387323120103,5447.16666666667,0.301373020922663,NA,NA
2025-04-01,"All Cancers Combined (excluding Prostate)","Stage II",2983,0.228005809065199,0.174424043971465,3375,0.186727157044455,NA,NA
2025-04-01,"All Cancers Combined (excluding Prostate)","Stage III",2337,0.178628754872736,0.136650684130511,2699.41666666667,0.149349451805951,NA,NA
2025-04-01,"All Cancers Combined (excluding Prostate)","Stage IV",2831,0.216387678666972,0.165536194597123,3204.16666666667,0.177275535515044,NA,NA
2025-04-01,"All Cancers Combined (excluding Prostate)","Unknown stage",4019,NA,0.235001754180798,3348.75,0.185274834711887,NA,NA
2025-04-01,"All Cancers Combined (excluding Prostate)","Total",17102,NA,NA,18074.5,1,NA,NA
2025-04-01,"All Cancers Combined (excluding Prostate)","TotalKnown",13083,NA,NA,14725.75,NA,NA,NA
2025-04-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",7915,0.604983566460292,0.462811367091568,8822.16666666667,0.488100177967118,59.1157614171023,60.6986600588278
2025-04-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",5168,0.395016433539708,0.302186878727634,5903.58333333333,0.326624987320995,39.3013399411722,40.8842385828977
2025-04-01,"Bladder","Stage I",208,0.47816091954023,0.277703604806409,234.083333333333,0.29054613156806,NA,NA
2025-04-01,"Bladder","Stage II",141,0.324137931034483,0.188251001335113,167.916666666667,0.208419528340918,NA,NA
2025-04-01,"Bladder","Stage III",54,0.124137931034483,0.0720961281708945,64.75,0.0803682250724038,NA,NA
2025-04-01,"Bladder","Stage IV",32,0.0735632183908046,0.0427236315086782,45.1666666666667,0.0560612329333885,NA,NA
2025-04-01,"Bladder","Unknown stage",314,NA,0.419225634178905,293.75,0.36460488208523,NA,NA
2025-04-01,"Bladder","Total",749,NA,NA,805.666666666667,1,NA,NA
2025-04-01,"Bladder","TotalKnown",435,NA,NA,511.916666666667,NA,NA,NA
2025-04-01,"Bladder","Early stages (I+II)",349,0.802298850574713,0.465954606141522,402,0.498965659908978,74.7657458728523,81.8660974078197
2025-04-01,"Bladder","Late stages (III+IV)",86,0.197701149425287,0.114819759679573,109.916666666667,0.136429458005792,18.1339025921804,25.2342541271477
2025-04-01,"Blood","Stage I",108,0.199261992619926,0.102564102564103,116.083333333333,0.103545677544042,NA,NA
2025-04-01,"Blood","Stage II",88,0.162361623616236,0.0835707502374169,107.166666666667,0.0955920612502788,NA,NA
2025-04-01,"Blood","Stage III",106,0.195571955719557,0.100664767331434,138.083333333333,0.123169553259496,NA,NA
2025-04-01,"Blood","Stage IV",240,0.44280442804428,0.227920227920228,282.583333333333,0.252062736935999,NA,NA
2025-04-01,"Blood","Unknown stage",511,NA,0.485280151946819,477.166666666667,0.425629971010184,NA,NA
2025-04-01,"Blood","Total",1053,NA,NA,1121.08333333333,1,NA,NA
2025-04-01,"Blood","TotalKnown",542,NA,NA,643.916666666667,NA,NA,NA
2025-04-01,"Blood","Early stages (I+II)",196,0.361623616236162,0.186134852801519,223.25,0.199137738794321,31.0953936649542,38.4276954482647
2025-04-01,"Blood","Late stages (III+IV)",346,0.638376383763838,0.328584995251662,420.666666666667,0.375232290195495,61.5723045517353,68.9046063350458
2025-04-01,"Bowel","Stage I",568,0.247279059643013,0.195794553602206,620.416666666667,0.200490116874024,NA,NA
2025-04-01,"Bowel","Stage II",536,0.233347845015237,0.184763874526025,643.333333333333,0.207895728981526,NA,NA
2025-04-01,"Bowel","Stage III",746,0.324771441010013,0.257152705963461,837,0.270479883664566,NA,NA
2025-04-01,"Bowel","Stage IV",447,0.194601654331737,0.154084798345398,500.916666666667,0.16187321592072,NA,NA
2025-04-01,"Bowel","Unknown stage",604,NA,0.208204067562909,492.833333333333,0.159261054559164,NA,NA
2025-04-01,"Bowel","Total",2901,NA,NA,3094.5,1,NA,NA
2025-04-01,"Bowel","TotalKnown",2297,NA,NA,2601.66666666667,NA,NA,NA
2025-04-01,"Bowel","Early stages (I+II)",1104,0.48062690465825,0.380558428128232,1263.75,0.40838584585555,46.6576420196243,50.4958242873444
2025-04-01,"Bowel","Late stages (III+IV)",1193,0.51937309534175,0.411237504308859,1337.91666666667,0.432353099585286,49.5041757126556,53.3423579803757
2025-04-01,"Breast","Stage I",1391,0.4346875,0.338113757899854,1439.75,0.357184205085797,NA,NA
2025-04-01,"Breast","Stage II",1400,0.4375,0.340301409820126,1460.25,0.362270002067397,NA,NA
2025-04-01,"Breast","Stage III",288,0.09,0.0700048614487117,333,0.0826131899937978,NA,NA
2025-04-01,"Breast","Stage IV",121,0.0378125,0.0294117647058824,157.333333333333,0.0390324581352078,NA,NA
2025-04-01,"Breast","Unknown stage",914,NA,0.222168206125425,640.5,0.1589001447178,NA,NA
2025-04-01,"Breast","Total",4114,NA,NA,4030.83333333333,1,NA,NA
2025-04-01,"Breast","TotalKnown",3200,NA,NA,3390.33333333333,NA,NA,NA
2025-04-01,"Breast","Early stages (I+II)",2791,0.8721875,0.678415167719981,2900,0.719454207153194,84.3131396977824,86.6810434019463
2025-04-01,"Breast","Late stages (III+IV)",409,0.1278125,0.0994166261545941,490.333333333333,0.121645648129006,13.3189565980537,15.6868603022176
2025-04-01,"Cervical","Stage I",68,0.447368421052632,0.350515463917526,83,0.417435037720033,NA,NA
2025-04-01,"Cervical","Stage II",22,0.144736842105263,0.11340206185567,28.0833333333333,0.141240569991618,NA,NA
2025-04-01,"Cervical","Stage III",44,0.289473684210526,0.22680412371134,36.8333333333333,0.185247275775356,NA,NA
2025-04-01,"Cervical","Stage IV",18,0.118421052631579,0.0927835051546392,23.5,0.118189438390612,NA,NA
2025-04-01,"Cervical","Unknown stage",42,NA,0.216494845360825,27.4166666666667,0.137887678122381,NA,NA
2025-04-01,"Cervical","Total",194,NA,NA,198.833333333333,1,NA,NA
2025-04-01,"Cervical","TotalKnown",152,NA,NA,171.416666666667,NA,NA,NA
2025-04-01,"Cervical","Early stages (I+II)",90,0.592105263157895,0.463917525773196,111.083333333333,0.558675607711651,57.4005573748179,71.5567305448569
2025-04-01,"Cervical","Late stages (III+IV)",62,0.407894736842105,0.319587628865979,60.3333333333333,0.303436714165968,28.4432694551431,42.5994426251821
2025-04-01,"Gynaecological","Stage I",604,0.599801390268123,0.457575757575758,695,0.48573092603378,NA,NA
2025-04-01,"Gynaecological","Stage II",75,0.0744786494538232,0.0568181818181818,88.75,0.0620267909143856,NA,NA
2025-04-01,"Gynaecological","Stage III",197,0.195630585898709,0.149242424242424,231.5,0.161793826441468,NA,NA
2025-04-01,"Gynaecological","Stage IV",131,0.130089374379345,0.0992424242424242,162.333333333333,0.113453698311008,NA,NA
2025-04-01,"Gynaecological","Unknown stage",313,NA,0.237121212121212,253.25,0.176994758299359,NA,NA
2025-04-01,"Gynaecological","Total",1320,NA,NA,1430.83333333333,1,NA,NA
2025-04-01,"Gynaecological","TotalKnown",1007,NA,NA,1177.58333333333,NA,NA,NA
2025-04-01,"Gynaecological","Early stages (I+II)",679,0.674280039721946,0.514393939393939,783.75,0.547757716948165,63.8111430489824,69.1927916285482
2025-04-01,"Gynaecological","Late stages (III+IV)",328,0.325719960278054,0.248484848484848,393.833333333333,0.275247524752475,30.8072083714518,36.1888569510177
2025-04-01,"Hodgkin Lymphoma","Stage I",14,0.130841121495327,0.0958904109589041,12.5833333333333,0.0833333333333333,NA,NA
2025-04-01,"Hodgkin Lymphoma","Stage II",39,0.364485981308411,0.267123287671233,38,0.251655629139073,NA,NA
2025-04-01,"Hodgkin Lymphoma","Stage III",16,0.149532710280374,0.10958904109589,24.8333333333333,0.164459161147903,NA,NA
2025-04-01,"Hodgkin Lymphoma","Stage IV",38,0.355140186915888,0.26027397260274,34.1666666666667,0.226269315673289,NA,NA
2025-04-01,"Hodgkin Lymphoma","Unknown stage",39,NA,0.267123287671233,41.4166666666667,0.274282560706402,NA,NA
2025-04-01,"Hodgkin Lymphoma","Total",146,NA,NA,151,1,NA,NA
2025-04-01,"Hodgkin Lymphoma","TotalKnown",107,NA,NA,109.583333333333,NA,NA,NA
2025-04-01,"Hodgkin Lymphoma","Early stages (I+II)",53,0.495327102803738,0.363013698630137,50.5833333333333,0.334988962472406,37.1144021916414,55.4651154721537
2025-04-01,"Hodgkin Lymphoma","Late stages (III+IV)",54,0.504672897196262,0.36986301369863,59,0.390728476821192,44.5348845278463,62.8855978083586
2025-04-01,"Kidney","Stage I",306,0.53125,0.379182156133829,357.083333333333,0.388204384852328,NA,NA
2025-04-01,"Kidney","Stage II",37,0.0642361111111111,0.0458488228004957,46.9166666666667,0.0510056169595941,NA,NA
2025-04-01,"Kidney","Stage III",147,0.255208333333333,0.182156133828996,171,0.185903243341185,NA,NA
2025-04-01,"Kidney","Stage IV",86,0.149305555555556,0.106567534076828,106,0.115238267802138,NA,NA
2025-04-01,"Kidney","Unknown stage",231,NA,0.286245353159851,238.833333333333,0.259648487044754,NA,NA
2025-04-01,"Kidney","Total",807,NA,NA,919.833333333333,1,NA,NA
2025-04-01,"Kidney","TotalKnown",576,NA,NA,681,NA,NA,NA
2025-04-01,"Kidney","Early stages (I+II)",343,0.595486111111111,0.425030978934325,404,0.439210001811922,55.5927901806412,62.9516478588863
2025-04-01,"Kidney","Late stages (III+IV)",233,0.404513888888889,0.288723667905824,277,0.301141511143323,37.0483521411137,44.4072098193588
2025-04-01,"Lung","Stage I",973,0.339734636871508,0.300494132180358,1006,0.296369037389831,NA,NA
2025-04-01,"Lung","Stage II",212,0.0740223463687151,0.0654725138974676,262.916666666667,0.0774556256597845,NA,NA
2025-04-01,"Lung","Stage III",524,0.182960893854749,0.161828289067326,580,0.170868828713819,NA,NA
2025-04-01,"Lung","Stage IV",1155,0.403282122905028,0.356701667696109,1242.33333333333,0.365993175066899,NA,NA
2025-04-01,"Lung","Unknown stage",374,NA,0.11550339715874,303.166666666667,0.0893133331696659,NA,NA
2025-04-01,"Lung","Total",3238,NA,NA,3394.41666666667,1,NA,NA
2025-04-01,"Lung","TotalKnown",2864,NA,NA,3091.25,NA,NA,NA
2025-04-01,"Lung","Early stages (I+II)",1185,0.413756983240223,0.365966646077826,1268.91666666667,0.373824663049616,39.3266967784536,42.7928407528369
2025-04-01,"Lung","Late stages (III+IV)",1679,0.586243016759777,0.518529956763434,1822.33333333333,0.536862003780718,57.2071592471631,60.6733032215464
2025-04-01,"Melanoma Skin","Stage I",657,0.662298387096774,0.543424317617866,825.916666666667,0.579353481031157,NA,NA
2025-04-01,"Melanoma Skin","Stage II",289,0.29133064516129,0.23904052936311,344.75,0.241830829485006,NA,NA
2025-04-01,"Melanoma Skin","Stage III",35,0.0352822580645161,0.0289495450785773,56.8333333333333,0.0398667212252294,NA,NA
2025-04-01,"Melanoma Skin","Stage IV",11,0.0110887096774194,0.00909842845326716,25.0833333333333,0.0175951364938329,NA,NA
2025-04-01,"Melanoma Skin","Unknown stage",217,NA,0.179487179487179,173,0.121353831764775,NA,NA
2025-04-01,"Melanoma Skin","Total",1209,NA,NA,1425.58333333333,1,NA,NA
2025-04-01,"Melanoma Skin","TotalKnown",992,NA,NA,1252.58333333333,NA,NA,NA
2025-04-01,"Melanoma Skin","Early stages (I+II)",946,0.953629032258065,0.782464846980976,1170.66666666667,0.821184310516163,91.9538385778646,94.700771136851
2025-04-01,"Melanoma Skin","Late stages (III+IV)",46,0.0463709677419355,0.0380479735318445,81.9166666666667,0.0574618577190624,5.29922886314896,8.04616142213538
2025-04-01,"Non-Hodgkin Lymphoma","Stage I",83,0.202933985330073,0.100728155339806,92,0.105072808603788,NA,NA
2025-04-01,"Non-Hodgkin Lymphoma","Stage II",48,0.117359413202934,0.058252427184466,67.1666666666667,0.0767107642524032,NA,NA
2025-04-01,"Non-Hodgkin Lymphoma","Stage III",88,0.215158924205379,0.106796116504854,108.5,0.123917388407728,NA,NA
2025-04-01,"Non-Hodgkin Lymphoma","Stage IV",190,0.464547677261614,0.230582524271845,232.083333333333,0.265061387646331,NA,NA
2025-04-01,"Non-Hodgkin Lymphoma","Unknown stage",415,NA,0.503640776699029,375.833333333333,0.42923765108975,NA,NA
2025-04-01,"Non-Hodgkin Lymphoma","Total",824,NA,NA,875.583333333333,1,NA,NA
2025-04-01,"Non-Hodgkin Lymphoma","TotalKnown",409,NA,NA,499.75,NA,NA,NA
2025-04-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",131,0.320293398533007,0.158980582524272,159.166666666667,0.181783572856191,27.9163013122719,36.0591268867078
2025-04-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",278,0.679706601466993,0.337378640776699,340.583333333333,0.388978776054059,63.9408731132922,72.0836986877281
2025-04-01,"Oesophageal","Stage I",29,0.0565302144249513,0.0432190760059613,33.8333333333333,0.0472807732619075,NA,NA
2025-04-01,"Oesophageal","Stage II",112,0.218323586744639,0.166915052160954,142.666666666667,0.199371142424595,NA,NA
2025-04-01,"Oesophageal","Stage III",132,0.257309941520468,0.19672131147541,149.583333333333,0.209036916268778,NA,NA
2025-04-01,"Oesophageal","Stage IV",240,0.467836257309941,0.357675111773472,267,0.373122161406778,NA,NA
2025-04-01,"Oesophageal","Unknown stage",158,NA,0.235469448584203,122.5,0.171189006637941,NA,NA
2025-04-01,"Oesophageal","Total",671,NA,NA,715.583333333333,1,NA,NA
2025-04-01,"Oesophageal","TotalKnown",513,NA,NA,593.083333333333,NA,NA,NA
2025-04-01,"Oesophageal","Early stages (I+II)",141,0.274853801169591,0.210134128166915,176.5,0.246651915686503,26.2199551958839,33.5600143264101
2025-04-01,"Oesophageal","Late stages (III+IV)",372,0.725146198830409,0.554396423248882,416.583333333333,0.582159077675556,66.4399856735899,73.7800448041161
2025-04-01,"Oesophago-gastric","Stage I",49,0.0711175616835994,0.0513089005235602,72.8333333333333,0.0695250974465039,NA,NA
2025-04-01,"Oesophago-gastric","Stage II",142,0.206095791001451,0.14869109947644,178.833333333333,0.170710365126084,NA,NA
2025-04-01,"Oesophago-gastric","Stage III",164,0.238026124818578,0.171727748691099,193.916666666667,0.185108583247156,NA,NA
2025-04-01,"Oesophago-gastric","Stage IV",334,0.484760522496372,0.349738219895288,376,0.358921326863416,NA,NA
2025-04-01,"Oesophago-gastric","Unknown stage",266,NA,0.278534031413613,226,0.21573462731684,NA,NA
2025-04-01,"Oesophago-gastric","Total",955,NA,NA,1047.58333333333,1,NA,NA
2025-04-01,"Oesophago-gastric","TotalKnown",689,NA,NA,821.583333333333,NA,NA,NA
2025-04-01,"Oesophago-gastric","Early stages (I+II)",191,0.277213352685051,0.2,251.666666666667,0.240235462572588,27.5760774184249,33.8680174252137
2025-04-01,"Oesophago-gastric","Late stages (III+IV)",498,0.722786647314949,0.521465968586387,569.916666666667,0.544029910110572,66.1319825747863,72.423922581575
2025-04-01,"Ovarian","Stage I",110,0.35031847133758,0.260047281323877,130.083333333333,0.271478260869565,NA,NA
2025-04-01,"Ovarian","Stage II",33,0.105095541401274,0.0780141843971631,28.9166666666667,0.0603478260869565,NA,NA
2025-04-01,"Ovarian","Stage III",89,0.28343949044586,0.210401891252955,110.333333333333,0.230260869565217,NA,NA
2025-04-01,"Ovarian","Stage IV",82,0.261146496815287,0.193853427895981,90.8333333333333,0.189565217391304,NA,NA
2025-04-01,"Ovarian","Unknown stage",109,NA,0.257683215130024,119,0.248347826086957,NA,NA
2025-04-01,"Ovarian","Total",423,NA,NA,479.166666666667,1,NA,NA
2025-04-01,"Ovarian","TotalKnown",314,NA,NA,360.166666666667,NA,NA,NA
2025-04-01,"Ovarian","Early stages (I+II)",143,0.455414012738854,0.33806146572104,159,0.331826086956522,39.1065099098325,49.3094995926447
2025-04-01,"Ovarian","Late stages (III+IV)",171,0.544585987261146,0.404255319148936,201.166666666667,0.419826086956522,50.6905004073553,60.8934900901675
2025-04-01,"Pancreatic","Stage I",68,0.141372141372141,0.0899470899470899,80,0.0994818652849741,NA,NA
2025-04-01,"Pancreatic","Stage II",63,0.130977130977131,0.0833333333333333,74.1666666666667,0.0922279792746114,NA,NA
2025-04-01,"Pancreatic","Stage III",76,0.158004158004158,0.100529100529101,93.3333333333333,0.116062176165803,NA,NA
2025-04-01,"Pancreatic","Stage IV",274,0.56964656964657,0.362433862433862,306.416666666667,0.381036269430052,NA,NA
2025-04-01,"Pancreatic","Unknown stage",275,NA,0.363756613756614,250.25,0.31119170984456,NA,NA
2025-04-01,"Pancreatic","Total",756,NA,NA,804.166666666667,1,NA,NA
2025-04-01,"Pancreatic","TotalKnown",481,NA,NA,553.916666666667,NA,NA,NA
2025-04-01,"Pancreatic","Early stages (I+II)",131,0.272349272349272,0.173280423280423,154.166666666667,0.191709844559585,24.2622729376013,31.7072912675376
2025-04-01,"Pancreatic","Late stages (III+IV)",350,0.727650727650728,0.462962962962963,399.75,0.497098445595855,68.2927087324625,75.7377270623987
2025-04-01,"Prostate","Stage I",1988,0.468646864686469,0.391878572836586,1829.83333333333,0.374831429985832,NA,NA
2025-04-01,"Prostate","Stage II",542,0.127769919849128,0.106840134042973,605.416666666667,0.12401631928441,NA,NA
2025-04-01,"Prostate","Stage III",1092,0.257425742574257,0.215257244234181,1168.58333333333,0.239377955309742,NA,NA
2025-04-01,"Prostate","Stage IV",620,0.146157472890146,0.122215651488271,691,0.141547600757925,NA,NA
2025-04-01,"Prostate","Unknown stage",831,NA,0.163808397397989,586.916666666667,0.120226694662092,NA,NA
2025-04-01,"Prostate","Total",5073,NA,NA,4881.75,1,NA,NA
2025-04-01,"Prostate","TotalKnown",4242,NA,NA,4294.83333333333,NA,NA,NA
2025-04-01,"Prostate","Early stages (I+II)",2530,0.596416784535596,0.498718706879558,2435.25,0.498847749270241,55.2146486436621,58.1770754224938
2025-04-01,"Prostate","Late stages (III+IV)",1712,0.403583215464404,0.337472895722452,1859.58333333333,0.380925556067667,41.8229245775063,44.7853513563379
2025-04-01,"Stomach","Stage I",20,0.113636363636364,0.0704225352112676,39,0.117469879518072,NA,NA
2025-04-01,"Stomach","Stage II",30,0.170454545454545,0.105633802816901,36.1666666666667,0.108935742971888,NA,NA
2025-04-01,"Stomach","Stage III",32,0.181818181818182,0.112676056338028,44.3333333333333,0.133534136546185,NA,NA
2025-04-01,"Stomach","Stage IV",94,0.534090909090909,0.330985915492958,109,0.328313253012048,NA,NA
2025-04-01,"Stomach","Unknown stage",108,NA,0.380281690140845,103.5,0.311746987951807,NA,NA
